,title,studio,domestic_gross,foreign_gross,year
3181,Holmes and Watson,Sony,30600000.0,9900000.0,2018
3182,Show Dogs,Global Road,17900000.0,21300000.0,2018
3183,On the Basis of Sex,Focus,24600000.0,13600000.0,2018
3184,Namiya,CL,70800.0,35300000.0,2018
3185,The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000.0,2018
3186,The Hate U Give,Fox,29700000.0,5200000.0,2018
3188,Nobody's Fool,Par.,31700000.0,1800000.0,2018
3189,Bad Times At The El Royale,Fox,17800000.0,14000000.0,2018
3190,Baaghi 2,FIP,1300000.0,29900000.0,2018
3191,The Happytime Murders,STX,20700000.0,6800000.0,2018
3192,Midnight Sun,Global Road,9600000.0,17800000.0,2018
3193,Pad Man,Sony,1700000.0,25600000.0,2018
3194,Monster Family,VPD,127000.0,26300000.0,2018
3195,White Boy Rick,Studio 8,24000000.0,1900000.0,2018
3197,The Death of Stalin,IFC,8000000.0,16600000.0,2018
3199,"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018
3200,Padmaavat,VPD,11800000.0,11100000.0,2018
3201,Proud Mary,SGem,20900000.0,876000.0,2018
3202,Superfly,Sony,20500000.0,236000.0,2018
3203,If Beale Street Could Talk,Annapurna,14900000.0,5700000.0,2018
3204,Burn the Stage: The Movie,Trafalgar,4200000.0,16100000.0,2018
3205,Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000.0,2018
3206,The Wife,SPC,9600000.0,8600000.0,2018
3207,Hell Fest,LGF,11100000.0,7100000.0,2018
3208,Chappaquiddick,ENTMP,17400000.0,591000.0,2018
3211,The Children Act,A24,548000.0,17000000.0,2018
3212,Beautiful Boy (2018),Amazon,7600000.0,8700000.0,2018
3214,Tully (2018),Focus,9400000.0,6300000.0,2018
3215,Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018
3216,Upgrade,BH Tilt,12000000.0,2400000.0,2018
3217,Unsane,BST,7700000.0,6600000.0,2018
3218,The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018
3219,Welcome to Marwen,Uni.,10800000.0,2100000.0,2018
3220,Hotel Artemis,Global Road,6700000.0,6000000.0,2018
3221,Marrowbone,Magn.,1400.0,12300000.0,2018
3222,102 Not Out,Sony,1300000.0,10900000.0,2018
3223,Boy Erased,Focus,6800000.0,5000000.0,2018
3224,Back to Burgundy,MBox,258000.0,11400000.0,2018
3225,The Bookshop,Greenwich,1600000.0,9900000.0,2018
3227,Gringo,STX,5000000.0,6000000.0,2018
3228,Golden Slumber,CJ,94500.0,10600000.0,2018
3229,Kin,LGF,5700000.0,4300000.0,2018
3230,The Big Bad Fox and Other Tales,GK,35800.0,9600000.0,2018
3231,Traffik,LGF,9200000.0,336000.0,2018
3233,7 Days in Entebbe,Focus,3300000.0,5400000.0,2018
3234,Pope Francis - A Man of His Word,Focus,2000000.0,6600000.0,2018
3235,Condorito: La Pelicula,LGF,448000.0,8000000.0,2018
3236,Suspiria,Amazon,2500000.0,5400000.0,2018
3237,Disobedience,BST,3500000.0,4400000.0,2018
3238,Qué León (What A Lion),Spanglish,2600000.0,5200000.0,2018
3239,Life Itself (2018),Amazon,4099999.0,3700000.0,2018
3240,Beirut,BST,5000000.0,2500000.0,2018
3241,Return of the Hero,Distrib.,37100.0,7300000.0,2018
3242,Soorma,Sony,390000.0,6200000.0,2018
3247,Destroyer,Annapurna,1500000.0,4000000.0,2018
3248,Madame,Blue Fox,91000.0,5300000.0,2018
3250,Blindspotting,LG/S,4300000.0,530000.0,2018
3252,Papillon (2018),BST,2300000.0,2200000.0,2018
3254,The Mercy,Scre.,29500.0,4200000.0,2018
3255,Hichki,Yash,330000.0,3900000.0,2018
3257,Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000.0,2018
3258,A Private War,Aviron,1600000.0,2200000.0,2018
3261,Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000.0,2018
3263,The Front Runner,Sony,2000000.0,1200000.0,2018
3265,Wildlife,IFC,1100000.0,2000000.0,2018
3268,Billionaire Boy's Club,VE,1300.0,2500000.0,2018
3271,Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018
3275,I Still See You,LGF,1400.0,1500000.0,2018
3286,The Catcher Was a Spy,IFC,725000.0,229000.0,2018
3309,Time Freak,Grindstone,10000.0,256000.0,2018
3342,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200.0,2018
3353,Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000.0,2018
